 Ödül: -4799.10, Son 100 Bölüm Ort. Ödül: -11093.54
Adım: 309709, Bölüm Bitti, Ödül: -2888.41, Son 100 Bölüm Ort. Ödül: -11075.21
Adım: 618329, Bölüm Bitti, Ödül: -4710.08, Son 100 Bölüm Ort. Ödül: -9953.13
Adım: 618375, Bölüm Bitti, Ödül: -10373.49, Son 100 Bölüm Ort. Ödül: -10015.02
Adım: 618397, Bölüm Bitti, Ödül: -5406.97, Son 100 Bölüm Ort. Ödül: -10014.64
Adım: 618430, Bölüm Bitti, Ödül: -6807.79, Son 100 Bölüm Ort. Ödül: -10020.74
Adım: 618448, Bölüm Bitti, Ödül: -3485.59, Son 100 Bölüm Ort. Ödül: -9991.06
Adım: 618465, Bölüm Bitti, Ödül: -3623.52, Son 100 Bölüm Ort. Ödül: -9806.39
Adım: 618483, Bölüm Bitti, Ödül: -3830.17, Son 100 Bölüm Ort. Ödül: -9792.90
Adım: 618499, Bölüm Bitti, Ödül: -4194.92, Son 100 Bölüm Ort. Ödül: -9767.95
Adım: 618550, Bölüm Bitti, Ödül: -11806.96, Son 100 Bölüm Ort. Ödül: -9844.50
Adım: 618589, Bölüm Bitti, Ödül: -9350.72, Son 100 Bölüm Ort. Ödül: -9910.33
Adım: 618608, Bölüm Bitti, Ödül: -3913.41, Son 100 Bölüm Ort. Ödül: -9907.56
Adım: 618756, Bölüm Bitti, Ödül: -31300.01, Son 100 Bölüm Ort. Ödül: -10155.36
Adım: 618769, Bölüm Bitti, Ödül: -3253.65, Son 100 Bölüm Ort. Ödül: -10152.94
Adım: 618804, Bölüm Bitti, Ödül: -6607.02, Son 100 Bölüm Ort. Ödül: -10168.20
Adım: 618836, Bölüm Bitti, Ödül: -6062.49, Son 100 Bölüm Ort. Ödül: -10190.59
Adım: 618850, Bölüm Bitti, Ödül: -3441.64, Son 100 Bölüm Ort. Ödül: -10163.41
Adım: 618918, Bölüm Bitti, Ödül: -15932.77, Son 100 Bölüm Ort. Ödül: -10268.74
Adım: 619011, Bölüm Bitti, Ödül: -20137.58, Son 100 Bölüm Ort. Ödül: -10448.57
Adım: 619095, Bölüm Bitti, Ödül: -18159.99, Son 100 Bölüm Ort. Ödül: -10489.85
Adım: 619108, Bölüm Bitti, Ödül: -2580.76, Son 100 Bölüm Ort. Ödül: -10448.43
Adım: 619124, Bölüm Bitti, Ödül: -3378.96, Son 100 Bölüm Ort. Ödül: -10423.51
Adım: 619149, Bölüm Bitti, Ödül: -5685.41, Son 100 Bölüm Ort. Ödül: -10409.31
Adım: 619160, Bölüm Bitti, Ödül: -2940.67, Son 100 Bölüm Ort. Ödül: -10392.33
Adım: 619188, Bölüm Bitti, Ödül: -5938.66, Son 100 Bölüm Ort. Ödül: -10422.98
Adım: 619211, Bölüm Bitti, Ödül: -5325.64, Son 100 Bölüm Ort. Ödül: -10423.09
Adım: 619222, Bölüm Bitti, Ödül: -2715.82, Son 100 Bölüm Ort. Ödül: -10423.61
Adım: 619244, Bölüm Bitti, Ödül: -4847.19, Son 100 Bölüm Ort. Ödül: -10447.56
Adım: 619288, Bölüm Bitti, Ödül: -8990.82, Son 100 Bölüm Ort. Ödül: -10490.47
Adım: 619299, Bölüm Bitti, Ödül: -1773.36, Son 100 Bölüm Ort. Ödül: -8452.68
Adım: 619331, Bölüm Bitti, Ödül: -7983.44, Son 100 Bölüm Ort. Ödül: -8444.84
Adım: 619397, Bölüm Bitti, Ödül: -14108.42, Son 100 Bölüm Ort. Ödül: -8468.81
Adım: 619410, Bölüm Bitti, Ödül: -2332.10, Son 100 Bölüm Ort. Ödül: -8297.66
Adım: 619433, Bölüm Bitti, Ödül: -5623.21, Son 100 Bölüm Ort. Ödül: -8288.07
Adım: 619488, Bölüm Bitti, Ödül: -11323.35, Son 100 Bölüm Ort. Ödül: -8345.66
Adım: 619528, Bölüm Bitti, Ödül: -9569.92, Son 100 Bölüm Ort. Ödül: -8396.91
Adım: 619594, Bölüm Bitti, Ödül: -13377.04, Son 100 Bölüm Ort. Ödül: -8479.77
Adım: 619635, Bölüm Bitti, Ödül: -8976.10, Son 100 Bölüm Ort. Ödül: -8550.91
Adım: 619656, Bölüm Bitti, Ödül: -4607.54, Son 100 Bölüm Ort. Ödül: -8557.27
Adım: 619666, Bölüm Bitti, Ödül: -2564.81, Son 100 Bölüm Ort. Ödül: -8538.40
Adım: 619692, Bölüm Bitti, Ödül: -5088.64, Son 100 Bölüm Ort. Ödül: -8503.92
Adım: 619706, Bölüm Bitti, Ödül: -3365.60, Son 100 Bölüm Ort. Ödül: -8491.52
Adım: 619724, Bölüm Bitti, Ödül: -3778.65, Son 100 Bölüm Ort. Ödül: -8508.20
Adım: 619744, Bölüm Bitti, Ödül: -4038.43, Son 100 Bölüm Ort. Ödül: -8334.74
Adım: 619761, Bölüm Bitti, Ödül: -3237.99, Son 100 Bölüm Ort. Ödül: -8278.08
Adım: 619775, Bölüm Bitti, Ödül: -3872.54, Son 100 Bölüm Ort. Ödül: -8250.39
Adım: 619813, Bölüm Bitti, Ödül: -9221.54, Son 100 Bölüm Ort. Ödül: -8272.71
Adım: 619838, Bölüm Bitti, Ödül: -6117.21, Son 100 Bölüm Ort. Ödül: -8283.60
Adım: 619862, Bölüm Bitti, Ödül: -4774.11, Son 100 Bölüm Ort. Ödül: -8288.95
Adım: 619877, Bölüm Bitti, Ödül: -4108.89, Son 100 Bölüm Ort. Ödül: -8276.43
Adım: 619896, Bölüm Bitti, Ödül: -3727.27, Son 100 Bölüm Ort. Ödül: -6606.36
Adım: 619923, Bölüm Bitti, Ödül: -5817.04, Son 100 Bölüm Ort. Ödül: -6624.20
Adım: 619953, Bölüm Bitti, Ödül: -6749.61, Son 100 Bölüm Ort. Ödül: -6654.08
Adım: 619979, Bölüm Bitti, Ödül: -5462.10, Son 100 Bölüm Ort. Ödül: -6645.63
Adım: 620039, Bölüm Bitti, Ödül: -12662.70, Son 100 Bölüm Ort. Ödül: -6743.54
Adım: 620059, Bölüm Bitti, Ödül: -3701.93, Son 100 Bölüm Ort. Ödül: -6724.04
Adım: 620079, Bölüm Bitti, Ödül: -4171.59, Son 100 Bölüm Ort. Ödül: -6602.81
Adım: 620085, Bölüm Bitti, Ödül: -1117.55, Son 100 Bölüm Ort. Ödül: -6570.09
Adım: 620132, Bölüm Bitti, Ödül: -9842.62, Son 100 Bölüm Ort. Ödül: -6632.22
Adım: 620532, Bölüm Bitti, Ödül: -89848.49, Son 100 Bölüm Ort. Ödül: -7455.98
Adım: 620545, Bölüm Bitti, Ödül: -3318.63, Son 100 Bölüm Ort. Ödül: -7470.45
Adım: 620579, Bölüm Bitti, Ödül: -7369.93, Son 100 Bölüm Ort. Ödül: -7509.31
Adım: 620606, Bölüm Bitti, Ödül: -5774.78, Son 100 Bölüm Ort. Ödül: -7539.04
Adım: 620618, Bölüm Bitti, Ödül: -2694.89, Son 100 Bölüm Ort. Ödül: -7509.91
Adım: 620624, Bölüm Bitti, Ödül: -1992.29, Son 100 Bölüm Ort. Ödül: -7177.52
Adım: 620640, Bölüm Bitti, Ödül: -3781.01, Son 100 Bölüm Ort. Ödül: -7157.39
Adım: 620654, Bölüm Bitti, Ödül: -3486.42, Son 100 Bölüm Ort. Ödül: -7040.42
Adım: 620703, Bölüm Bitti, Ödül: -10587.26, Son 100 Bölüm Ort. Ödül: -7110.12
Adım: 620731, Bölüm Bitti, Ödül: -5786.67, Son 100 Bölüm Ort. Ödül: -7084.02
Adım: 620769, Bölüm Bitti, Ödül: -8250.20, Son 100 Bölüm Ort. Ödül: -7138.84
Adım: 620813, Bölüm Bitti, Ödül: -10094.17, Son 100 Bölüm Ort. Ödül: -7199.05
Adım: 620851, Bölüm Bitti, Ödül: -7856.60, Son 100 Bölüm Ort. Ödül: -7185.70
Adım: 620869, Bölüm Bitti, Ödül: -4397.74, Son 100 Bölüm Ort. Ödül: -7161.68
Adım: 620881, Bölüm Bitti, Ödül: -2873.96, Son 100 Bölüm Ort. Ödül: -7145.50
Adım: 620929, Bölüm Bitti, Ödül: -11354.06, Son 100 Bölüm Ort. Ödül: -7199.99
Adım: 620939, Bölüm Bitti, Ödül: -1946.50, Son 100 Bölüm Ort. Ödül: -7196.48
Adım: 620959, Bölüm Bitti, Ödül: -4088.87, Son 100 Bölüm Ort. Ödül: -7130.36
Adım: 621014, Bölüm Bitti, Ödül: -12334.57, Son 100 Bölüm Ort. Ödül: -7220.29
Adım: 621042, Bölüm Bitti, Ödül: -5318.19, Son 100 Bölüm Ort. Ödül: -7092.37
Adım: 621069, Bölüm Bitti, Ödül: -6079.97, Son 100 Bölüm Ort. Ödül: -7099.50
Adım: 621088, Bölüm Bitti, Ödül: -4063.00, Son 100 Bölüm Ort. Ödül: -7101.68
Adım: 621104, Bölüm Bitti, Ödül: -4117.72, Son 100 Bölüm Ort. Ödül: -7106.30
Adım: 621127, Bölüm Bitti, Ödül: -4655.51, Son 100 Bölüm Ort. Ödül: -7103.80
Adım: 621171, Bölüm Bitti, Ödül: -9685.52, Son 100 Bölüm Ort. Ödül: -7147.36
Adım: 621180, Bölüm Bitti, Ödül: -1924.46, Son 100 Bölüm Ort. Ödül: -7075.89
Adım: 621201, Bölüm Bitti, Ödül: -4230.41, Son 100 Bölüm Ort. Ödül: -7086.22
Adım: 621231, Bölüm Bitti, Ödül: -6090.26, Son 100 Bölüm Ort. Ödül: -7125.53
Adım: 621253, Bölüm Bitti, Ödül: -4845.82, Son 100 Bölüm Ort. Ödül: -7135.72
Adım: 621270, Bölüm Bitti, Ödül: -3263.51, Son 100 Bölüm Ort. Ödül: -7112.51
Adım: 621291, Bölüm Bitti, Ödül: -4975.23, Son 100 Bölüm Ort. Ödül: -7138.26
Adım: 621301, Bölüm Bitti, Ödül: -1889.11, Son 100 Bölüm Ort. Ödül: -7115.32
Adım: 621320, Bölüm Bitti, Ödül: -4506.63, Son 100 Bölüm Ort. Ödül: -7128.14
Adım: 622320, Bölüm Bitti, Ödül: -218123.31, Son 100 Bölüm Ort. Ödül: -9259.53
Adım: 622344, Bölüm Bitti, Ödül: -4757.15, Son 100 Bölüm Ort. Ödül: -9260.81
Adım: 622360, Bölüm Bitti, Ödül: -3944.00, Son 100 Bölüm Ort. Ödül: -9257.38
Adım: 622375, Bölüm Bitti, Ödül: -2823.39, Son 100 Bölüm Ort. Ödül: -9172.70
Adım: 622396, Bölüm Bitti, Ödül: -5197.69, Son 100 Bölüm Ort. Ödül: -9203.04
Adım: 622410, Bölüm Bitti, Ödül: -3223.79, Son 100 Bölüm Ort. Ödül: -9197.72
Adım: 622423, Bölüm Bitti, Ödül: -2602.39, Son 100 Bölüm Ort. Ödül: -9129.24
Adım: 622451, Bölüm Bitti, Ödül: -6168.50, Son 100 Bölüm Ort. Ödül: -9127.95
Adım: 622464, Bölüm Bitti, Ödül: -2752.03, Son 100 Bölüm Ort. Ödül: -9109.73
Adım: 622527, Bölüm Bitti, Ödül: -12207.14, Son 100 Bölüm Ort. Ödül: -9184.70
Adım: 622538, Bölüm Bitti, Ödül: -1951.41, Son 100 Bölüm Ort. Ödül: -9100.48
Adım: 622555, Bölüm Bitti, Ödül: -3986.79, Son 100 Bölüm Ort. Ödül: -9086.27
Adım: 623555, Bölüm Bitti, Ödül: -223763.81, Son 100 Bölüm Ort. Ödül: -11255.83
Adım: 623568, Bölüm Bitti, Ödül: -2435.54, Son 100 Bölüm Ort. Ödül: -11245.33
Adım: 623580, Bölüm Bitti, Ödül: -2759.45, Son 100 Bölüm Ort. Ödül: -11236.69
Adım: 623593, Bölüm Bitti, Ödül: -3651.18, Son 100 Bölüm Ort. Ödül: -11234.90
Adım: 623619, Bölüm Bitti, Ödül: -6229.87, Son 100 Bölüm Ort. Ödül: -11255.25
Adım: 623650, Bölüm Bitti, Ödül: -6198.99, Son 100 Bölüm Ort. Ödül: -11199.17
Adım: 623671, Bölüm Bitti, Ödül: -4402.16, Son 100 Bölüm Ort. Ödül: -11149.69
Adım: 623693, Bölüm Bitti, Ödül: -4805.88, Son 100 Bölüm Ort. Ödül: -11158.61
Adım: 623787, Bölüm Bitti, Ödül: -20690.11, Son 100 Bölüm Ort. Ödül: -11052.51
Adım: 624243, Bölüm Bitti, Ödül: -101164.67, Son 100 Bölüm Ort. Ödül: -12031.62
Adım: 624254, Bölüm Bitti, Ödül: -2486.04, Son 100 Bölüm Ort. Ödül: -11990.41
Adım: 624352, Bölüm Bitti, Ödül: -22678.57, Son 100 Bölüm Ort. Ödül: -12156.57
Adım: 624393, Bölüm Bitti, Ödül: -9292.48, Son 100 Bölüm Ort. Ödül: -12215.08
Adım: 624418, Bölüm Bitti, Ödül: -4905.14, Son 100 Bölüm Ort. Ödül: -12104.81
Adım: 624483, Bölüm Bitti, Ödül: -13126.34, Son 100 Bölüm Ort. Ödül: -12034.69
Adım: 624516, Bölüm Bitti, Ödül: -6441.80, Son 100 Bölüm Ort. Ödül: -11917.51
Adım: 625073, Bölüm Bitti, Ödül: -119315.67, Son 100 Bölüm Ort. Ödül: -13084.86
Adım: 625092, Bölüm Bitti, Ödül: -4480.98, Son 100 Bölüm Ort. Ödül: -13095.88
Adım: 625159, Bölüm Bitti, Ödül: -14157.20, Son 100 Bölüm Ort. Ödül: -13180.60
Adım: 625169, Bölüm Bitti, Ödül: -2800.53, Son 100 Bölüm Ort. Ödül: -13179.20
Adım: 625183, Bölüm Bitti, Ödül: -3572.12, Son 100 Bölüm Ort. Ödül: -13155.53
Adım: 625200, Bölüm Bitti, Ödül: -3987.16, Son 100 Bölüm Ort. Ödül: -13142.15
Adım: 625220, Bölüm Bitti, Ödül: -3962.74, Son 100 Bölüm Ort. Ödül: -13154.62
Adım: 625269, Bölüm Bitti, Ödül: -10056.57, Son 100 Bölüm Ort. Ödül: -13206.71
Adım: 625297, Bölüm Bitti, Ödül: -6097.00, Son 100 Bölüm Ort. Ödül: -13177.77
Adım: 625312, Bölüm Bitti, Ödül: -3146.20, Son 100 Bölüm Ort. Ödül: -13191.50
Adım: 625324, Bölüm Bitti, Ödül: -2498.08, Son 100 Bölüm Ort. Ödül: -13136.65
Adım: 625334, Bölüm Bitti, Ödül: -2495.90, Son 100 Bölüm Ort. Ödül: -13020.52
Adım: 625353, Bölüm Bitti, Ödül: -4136.29, Son 100 Bölüm Ort. Ödül: -13038.56
Adım: 625370, Bölüm Bitti, Ödül: -3906.54, Son 100 Bölüm Ort. Ödül: -13021.40
Adım: 625382, Bölüm Bitti, Ödül: -2456.38, Son 100 Bölüm Ort. Ödül: -12932.73
Adım: 625396, Bölüm Bitti, Ödül: -3010.07, Son 100 Bölüm Ort. Ödül: -12867.13
Adım: 625438, Bölüm Bitti, Ödül: -9478.86, Son 100 Bölüm Ort. Ödül: -12828.15
Adım: 625478, Bölüm Bitti, Ödül: -10437.58, Son 100 Bölüm Ort. Ödül: -12842.76
Adım: 625503, Bölüm Bitti, Ödül: -5820.86, Son 100 Bölüm Ort. Ödül: -12854.90
Adım: 625516, Bölüm Bitti, Ödül: -2963.62, Son 100 Bölüm Ort. Ödül: -12858.88
Adım: 625532, Bölüm Bitti, Ödül: -3817.42, Son 100 Bölüm Ort. Ödül: -12846.17
Adım: 625574, Bölüm Bitti, Ödül: -8874.81, Son 100 Bölüm Ort. Ödül: -12901.26
Adım: 625597, Bölüm Bitti, Ödül: -5178.45, Son 100 Bölüm Ort. Ödül: -12915.26
Adım: 625609, Bölüm Bitti, Ödül: -2860.86, Son 100 Bölüm Ort. Ödül: -12903.49
Adım: 625673, Bölüm Bitti, Ödül: -14886.23, Son 100 Bölüm Ort. Ödül: -13019.97
Adım: 626673, Bölüm Bitti, Ödül: -218593.99, Son 100 Bölüm Ort. Ödül: -15167.18
Adım: 626685, Bölüm Bitti, Ödül: -1961.86, Son 100 Bölüm Ort. Ödül: -15094.59
Adım: 626702, Bölüm Bitti, Ödül: -4257.75, Son 100 Bölüm Ort. Ödül: -15075.99
Adım: 626731, Bölüm Bitti, Ödül: -7218.92, Son 100 Bölüm Ort. Ödül: -15100.44
Adım: 626768, Bölüm Bitti, Ödül: -9539.69, Son 100 Bölüm Ort. Ödül: -15154.75
Adım: 626801, Bölüm Bitti, Ödül: -7439.67, Son 100 Bölüm Ort. Ödül: -15191.87
Adım: 626848, Bölüm Bitti, Ödül: -11181.16, Son 100 Bölüm Ort. Ödül: -15245.51
Adım: 626879, Bölüm Bitti, Ödül: -6966.14, Son 100 Bölüm Ort. Ödül: -15247.68
Adım: 626893, Bölüm Bitti, Ödül: -3286.21, Son 100 Bölüm Ort. Ödül: -15225.92
Adım: 626915, Bölüm Bitti, Ödül: -4304.00, Son 100 Bölüm Ort. Ödül: -15142.33
Adım: 626930, Bölüm Bitti, Ödül: -4041.61, Son 100 Bölüm Ort. Ödül: -15145.73
Adım: 626951, Bölüm Bitti, Ödül: -4643.41, Son 100 Bölüm Ort. Ödül: -15150.45
Adım: 626967, Bölüm Bitti, Ödül: -3334.24, Son 100 Bölüm Ort. Ödül: -15172.61
Adım: 626998, Bölüm Bitti, Ödül: -5929.45, Son 100 Bölüm Ort. Ödül: -15133.48
Adım: 627019, Bölüm Bitti, Ödül: -4539.85, Son 100 Bölüm Ort. Ödül: -14280.40
Adım: 627073, Bölüm Bitti, Ödül: -10449.77, Son 100 Bölüm Ort. Ödül: -14351.71
Adım: 627107, Bölüm Bitti, Ödül: -8939.98, Son 100 Bölüm Ort. Ödül: -14367.41
Adım: 627159, Bölüm Bitti, Ödül: -11156.79, Son 100 Bölüm Ort. Ödül: -14421.23
Adım: 627204, Bölüm Bitti, Ödül: -11034.02, Son 100 Bölüm Ort. Ödül: -14504.62
Adım: 627245, Bölüm Bitti, Ödül: -9606.65, Son 100 Bölüm Ort. Ödül: -14580.76
Adım: 628245, Bölüm Bitti, Ödül: -219059.79, Son 100 Bölüm Ort. Ödül: -16733.55
Adım: 628270, Bölüm Bitti, Ödül: -5262.94, Son 100 Bölüm Ort. Ödül: -16751.32
Adım: 628311, Bölüm Bitti, Ödül: -9052.79, Son 100 Bölüm Ort. Ödül: -16735.97
Adım: 628422, Bölüm Bitti, Ödül: -24560.54, Son 100 Bölüm Ort. Ödül: -16923.71
Adım: 628448, Bölüm Bitti, Ödül: -6379.73, Son 100 Bölüm Ort. Ödül: -16905.00
Adım: 628485, Bölüm Bitti, Ödül: -8239.59, Son 100 Bölüm Ort. Ödül: -16886.46
Adım: 628496, Bölüm Bitti, Ödül: -3094.74, Son 100 Bölüm Ort. Ödül: -16838.84
Adım: 628525, Bölüm Bitti, Ödül: -5428.11, Son 100 Bölüm Ort. Ödül: -16849.14
Adım: 628567, Bölüm Bitti, Ödül: -9137.64, Son 100 Bölüm Ort. Ödül: -16911.78
Adım: 628580, Bölüm Bitti, Ödül: -2711.12, Son 100 Bölüm Ort. Ödül: -16825.35
Adım: 628617, Bölüm Bitti, Ödül: -8265.82, Son 100 Bölüm Ort. Ödül: -16888.54
Adım: 628665, Bölüm Bitti, Ödül: -10434.57, Son 100 Bölüm Ort. Ödül: -16952.00
Adım: 628708, Bölüm Bitti, Ödül: -8808.74, Son 100 Bölüm Ort. Ödül: -16916.74
Adım: 628760, Bölüm Bitti, Ödül: -11013.67, Son 100 Bölüm Ort. Ödül: -16973.70
Adım: 628795, Bölüm Bitti, Ödül: -7150.66, Son 100 Bölüm Ort. Ödül: -16984.41
Adım: 628805, Bölüm Bitti, Ödül: -2334.18, Son 100 Bölüm Ort. Ödül: -16967.12
Adım: 628824, Bölüm Bitti, Ödül: -4754.97, Son 100 Bölüm Ort. Ödül: -16973.49
Adım: 628843, Bölüm Bitti, Ödül: -4136.97, Son 100 Bölüm Ort. Ödül: -16968.30
Adım: 628877, Bölüm Bitti, Ödül: -7365.98, Son 100 Bölüm Ort. Ödül: -16945.11
Adım: 628918, Bölüm Bitti, Ödül: -9454.75, Son 100 Bölüm Ort. Ödül: -17020.41
Adım: 628945, Bölüm Bitti, Ödül: -6505.88, Son 100 Bölüm Ort. Ödül: -17043.17
Adım: 629001, Bölüm Bitti, Ödül: -13318.63, Son 100 Bölüm Ort. Ödül: -17115.45
Adım: 629019, Bölüm Bitti, Ödül: -4017.70, Son 100 Bölüm Ort. Ödül: -17107.17
Adım: 629046, Bölüm Bitti, Ödül: -5962.18, Son 100 Bölüm Ort. Ödül: -17134.16
Adım: 630046, Bölüm Bitti, Ödül: -222978.25, Son 100 Bölüm Ort. Ödül: -19314.19
Adım: 630056, Bölüm Bitti, Ödül: -2108.94, Son 100 Bölüm Ort. Ödül: -19316.38
Adım: 631056, Bölüm Bitti, Ödül: -218152.44, Son 100 Bölüm Ort. Ödül: -21452.84
Adım: 631078, Bölüm Bitti, Ödül: -5158.16, Son 100 Bölüm Ort. Ödül: -19323.19
Adım: 631090, Bölüm Bitti, Ödül: -3197.32, Son 100 Bölüm Ort. Ödül: -19307.59
Adım: 631110, Bölüm Bitti, Ödül: -4650.51, Son 100 Bölüm Ort. Ödül: -19314.66
Adım: 631173, Bölüm Bitti, Ödül: -12811.69, Son 100 Bölüm Ort. Ödül: -19414.54
Adım: 631185, Bölüm Bitti, Ödül: -3238.10, Son 100 Bölüm Ort. Ödül: -19394.94
Adım: 631211, Bölüm Bitti, Ödül: -5718.64, Son 100 Bölüm Ort. Ödül: -19419.89
Adım: 631236, Bölüm Bitti, Ödül: -5770.49, Son 100 Bölüm Ort. Ödül: -19451.57
Adım: 631247, Bölüm Bitti, Ödül: -2004.13, Son 100 Bölüm Ort. Ödül: -19409.93
Adım: 631267, Bölüm Bitti, Ödül: -4296.67, Son 100 Bölüm Ort. Ödül: -19425.38
Adım: 631287, Bölüm Bitti, Ödül: -4283.46, Son 100 Bölüm Ort. Ödül: -19346.14
Adım: 631354, Bölüm Bitti, Ödül: -15256.32, Son 100 Bölüm Ort. Ödül: -19479.19
Adım: 631380, Bölüm Bitti, Ödül: -5938.30, Son 100 Bölüm Ort. Ödül: -19498.70
Adım: 631396, Bölüm Bitti, Ödül: -3310.59, Son 100 Bölüm Ort. Ödül: -17294.17
Adım: 631413, Bölüm Bitti, Ödül: -4685.20, Son 100 Bölüm Ort. Ödül: -17316.67
Adım: 631422, Bölüm Bitti, Ödül: -2206.69, Son 100 Bölüm Ort. Ödül: -17311.14
Adım: 632422, Bölüm Bitti, Ödül: -224335.51, Son 100 Bölüm Ort. Ödül: -19517.98
Adım: 633422, Bölüm Bitti, Ödül: -224525.14, Son 100 Bölüm Ort. Ödül: -21700.94
Adım: 633472, Bölüm Bitti, Ödül: -12430.78, Son 100 Bölüm Ort. Ödül: -21763.25
Adım: 633511, Bölüm Bitti, Ödül: -8109.63, Son 100 Bölüm Ort. Ödül: -21800.33
Adım: 633540, Bölüm Bitti, Ödül: -7135.71, Son 100 Bölüm Ort. Ödül: -21823.63
Adım: 633555, Bölüm Bitti, Ödül: -3131.47, Son 100 Bölüm Ort. Ödül: -21648.04
Adım: 633591, Bölüm Bitti, Ödül: -7342.91, Son 100 Bölüm Ort. Ödül: -20709.82
Adım: 633661, Bölüm Bitti, Ödül: -14497.91, Son 100 Bölüm Ort. Ödül: -20829.94
Adım: 633688, Bölüm Bitti, Ödül: -5945.45, Son 100 Bölüm Ort. Ödül: -20662.61
Adım: 633725, Bölüm Bitti, Ödül: -7503.75, Son 100 Bölüm Ort. Ödül: -20644.72
Adım: 633756, Bölüm Bitti, Ödül: -5945.35, Son 100 Bölüm Ort. Ödül: -20655.13
Adım: 633802, Bölüm Bitti, Ödül: -9073.82, Son 100 Bölüm Ort. Ödül: -20614.60
Adım: 633834, Bölüm Bitti, Ödül: -5713.76, Son 100 Bölüm Ort. Ödül: -20607.32
Adım: 633866, Bölüm Bitti, Ödül: -7833.69, Son 100 Bölüm Ort. Ödül: -19492.50
Adım: 633957, Bölüm Bitti, Ödül: -20249.54, Son 100 Bölüm Ort. Ödül: -19650.19
Adım: 633986, Bölüm Bitti, Ödül: -6083.10, Son 100 Bölüm Ort. Ödül: -19569.45
Adım: 634006, Bölüm Bitti, Ödül: -5568.73, Son 100 Bölüm Ort. Ödül: -19597.13
Adım: 634067, Bölüm Bitti, Ödül: -12729.77, Son 100 Bölüm Ort. Ödül: -19688.70
Adım: 634118, Bölüm Bitti, Ödül: -12049.04, Son 100 Bölüm Ort. Ödül: -19769.32
Adım: 634133, Bölüm Bitti, Ödül: -3071.29, Son 100 Bölüm Ort. Ödül: -19760.41
Adım: 635133, Bölüm Bitti, Ödül: -220191.09, Son 100 Bölüm Ort. Ödül: -21861.75
Adım: 635148, Bölüm Bitti, Ödül: -3365.64, Son 100 Bölüm Ort. Ödül: -21834.44
Adım: 635191, Bölüm Bitti, Ödül: -9688.23, Son 100 Bölüm Ort. Ödül: -21899.86
Adım: 635234, Bölüm Bitti, Ödül: -9939.48, Son 100 Bölüm Ort. Ödül: -21974.27
Adım: 635281, Bölüm Bitti, Ödül: -10033.91, Son 100 Bölüm Ort. Ödül: -22049.65
Adım: 635296, Bölüm Bitti, Ödül: -2611.40, Son 100 Bölüm Ort. Ödül: -22034.41
Adım: 635306, Bölüm Bitti, Ödül: -2549.25, Son 100 Bölüm Ort. Ödül: -22020.83
Adım: 635335, Bölüm Bitti, Ödül: -6383.12, Son 100 Bölüm Ort. Ödül: -22060.10
Adım: 635365, Bölüm Bitti, Ödül: -6570.68, Son 100 Bölüm Ort. Ödül: -22095.71
Adım: 635391, Bölüm Bitti, Ödül: -6207.27, Son 100 Bölüm Ort. Ödül: -22062.99
Adım: 635412, Bölüm Bitti, Ödül: -4357.48, Son 100 Bölüm Ort. Ödül: -22002.19
Adım: 635448, Bölüm Bitti, Ödül: -7878.04, Son 100 Bölüm Ort. Ödül: -22022.76
Adım: 635457, Bölüm Bitti, Ödül: -2445.53, Son 100 Bölüm Ort. Ödül: -22017.58
Adım: 635501, Bölüm Bitti, Ödül: -9483.03, Son 100 Bölüm Ort. Ödül: -22074.24
Adım: 635517, Bölüm Bitti, Ödül: -3729.54, Son 100 Bölüm Ort. Ödül: -22022.78
Adım: 635555, Bölüm Bitti, Ödül: -7783.91, Son 100 Bölüm Ort. Ödül: -22048.84
Adım: 635578, Bölüm Bitti, Ödül: -4973.28, Son 100 Bölüm Ort. Ödül: -22069.96
Adım: 635591, Bölüm Bitti, Ödül: -3293.32, Son 100 Bölüm Ort. Ödül: -21954.03
Adım: 635611, Bölüm Bitti, Ödül: -4902.94, Son 100 Bölüm Ort. Ödül: -19817.12
Adım: 635651, Bölüm Bitti, Ödül: -9042.21, Son 100 Bölüm Ort. Ödül: -19887.93
Adım: 635685, Bölüm Bitti, Ödül: -6672.52, Son 100 Bölüm Ort. Ödül: -19912.07
Adım: 635744, Bölüm Bitti, Ödül: -12417.58, Son 100 Bölüm Ort. Ödül: -19964.06
Adım: 635751, Bölüm Bitti, Ödül: -1422.90, Son 100 Bölüm Ort. Ödül: -19882.89
Adım: 635763, Bölüm Bitti, Ödül: -1800.31, Son 100 Bölüm Ort. Ödül: -19826.50
Adım: 635773, Bölüm Bitti, Ödül: -2362.95, Son 100 Bölüm Ort. Ödül: -19738.32
Adım: 635801, Bölüm Bitti, Ödül: -6108.24, Son 100 Bölüm Ort. Ödül: -19729.74
Adım: 635816, Bölüm Bitti, Ödül: -3517.99, Son 100 Bölüm Ort. Ödül: -19732.06
Adım: 635901, Bölüm Bitti, Ödül: -19051.73, Son 100 Bölüm Ort. Ödül: -19879.53
Adım: 635918, Bölüm Bitti, Ödül: -3391.38, Son 100 Bölüm Ort. Ödül: -19873.03
Adım: 635961, Bölüm Bitti, Ödül: -9733.98, Son 100 Bölüm Ort. Ödül: -19923.94
Adım: 635981, Bölüm Bitti, Ödül: -4299.09, Son 100 Bölüm Ort. Ödül: -19933.58
